cell_line,method,seed,nsc1,nsc2,conc1_M,conc2_M,percent_growth,final_regret
MDA-MB-231/ATCC,hamming+zero,0,740.0,24559.0,9.999999717180683e-10,9.999999974752427e-07,-47.369998931884766,46.60000228881836
MDA-MB-231/ATCC,hamming+zero,1,740.0,24559.0,9.999999717180683e-10,9.999999974752427e-07,-47.369998931884766,46.60000228881836
MDA-MB-231/ATCC,hamming+zero,2,740.0,24559.0,9.999999717180683e-10,9.999999974752427e-07,-47.369998931884766,46.60000228881836
MDA-MB-231/ATCC,hamming+zero,3,740.0,24559.0,9.999999717180683e-10,9.999999974752427e-07,-47.369998931884766,46.60000228881836
MDA-MB-231/ATCC,hamming+zero,4,27640.0,754143.0,7.000000135093387e-09,9.99999993922529e-09,-80.41999816894531,13.550003051757812
MDA-MB-231/ATCC,hamming+zero,5,740.0,24559.0,9.999999717180683e-10,9.999999974752427e-07,-47.369998931884766,46.60000228881836
MDA-MB-231/ATCC,hamming+zero,6,740.0,24559.0,9.999999717180683e-10,9.999999974752427e-07,-47.369998931884766,46.60000228881836
MDA-MB-231/ATCC,hamming+zero,7,82151.0,713563.0,1.999999987845058e-08,9.999999747378752e-05,-54.54100036621094,39.42900085449219
MDA-MB-231/ATCC,hamming+zero,8,740.0,24559.0,9.999999717180683e-10,9.999999974752427e-07,-47.369998931884766,46.60000228881836
MDA-MB-231/ATCC,hamming+zero,9,740.0,24559.0,9.999999717180683e-10,9.999999974752427e-07,-47.369998931884766,46.60000228881836
MDA-MB-231/ATCC,linear_curve,0,681239.0,754143.0,3.000000106112566e-07,9.99999993922529e-09,-93.95999908447266,0.0100021362304687
MDA-MB-231/ATCC,linear_curve,1,26271.0,681239.0,9.999999747378752e-06,3.000000106112566e-07,-87.94999694824219,6.0200042724609375
MDA-MB-231/ATCC,linear_curve,2,102816.0,754143.0,3.000000106112566e-06,9.99999993922529e-09,-93.97000122070312,0.0
MDA-MB-231/ATCC,linear_curve,3,102816.0,754143.0,3.000000106112566e-06,9.99999993922529e-09,-93.97000122070312,0.0
MDA-MB-231/ATCC,linear_curve,4,102816.0,754143.0,3.000000106112566e-06,9.99999993922529e-09,-93.97000122070312,0.0
MDA-MB-231/ATCC,linear_curve,5,102816.0,754143.0,3.000000106112566e-06,9.99999993922529e-09,-93.97000122070312,0.0
MDA-MB-231/ATCC,linear_curve,6,681239.0,754143.0,3.000000106112566e-07,9.99999993922529e-09,-93.95999908447266,0.0100021362304687
MDA-MB-231/ATCC,linear_curve,7,102816.0,754143.0,3.000000106112566e-06,9.99999993922529e-09,-93.97000122070312,0.0
MDA-MB-231/ATCC,linear_curve,8,102816.0,754143.0,3.000000106112566e-06,9.99999993922529e-09,-93.97000122070312,0.0
MDA-MB-231/ATCC,linear_curve,9,102816.0,754143.0,3.000000106112566e-06,9.99999993922529e-09,-93.97000122070312,0.0
MDA-MB-231/ATCC,ours+zero,0,681239.0,754143.0,3.000000106112566e-07,9.99999993922529e-09,-93.95999908447266,0.0100021362304687
MDA-MB-231/ATCC,ours+zero,1,681239.0,754143.0,3.000000106112566e-07,9.99999993922529e-09,-93.95999908447266,0.0100021362304687
MDA-MB-231/ATCC,ours+zero,2,681239.0,754143.0,3.000000106112566e-07,9.99999993922529e-09,-93.95999908447266,0.0100021362304687
MDA-MB-231/ATCC,ours+zero,3,733504.0,754143.0,1.0000000116860974e-07,9.99999993922529e-09,-79.94999694824219,14.020004272460938
MDA-MB-231/ATCC,ours+zero,4,27640.0,754143.0,7.000000135093387e-09,9.99999993922529e-09,-80.41999816894531,13.550003051757812
MDA-MB-231/ATCC,ours+zero,5,681239.0,754143.0,3.000000106112566e-07,9.99999993922529e-09,-93.95999908447266,0.0100021362304687
MDA-MB-231/ATCC,ours+zero,6,613327.0,754143.0,9.99999993922529e-09,9.99999993922529e-09,-90.0999984741211,3.8700027465820312
MDA-MB-231/ATCC,ours+zero,7,82151.0,713563.0,1.999999987845058e-08,9.999999747378752e-05,-54.54100036621094,39.42900085449219
MDA-MB-231/ATCC,ours+zero,8,119875.0,713563.0,4.999999873689376e-06,9.999999747378752e-05,-42.95500183105469,51.01499938964844
MDA-MB-231/ATCC,ours+zero,9,409962.0,681239.0,1.9999999949504854e-06,3.000000106112566e-07,-82.02999877929688,11.94000244140625
MDA-MB-231/ATCC,random,0,14229.0,125066.0,3.000000106112566e-06,1.0000000116860974e-07,52.4900016784668,146.4600067138672
MDA-MB-231/ATCC,random,1,750.0,92859.0,4.999999987376214e-07,6.000000212225132e-06,10.649999618530272,104.62000274658205
MDA-MB-231/ATCC,random,2,246131.0,686673.0,1.9999999494757503e-05,2.0000000233721948e-07,-27.8799991607666,66.09000396728516
MDA-MB-231/ATCC,random,3,701852.0,712807.0,9.999999974752427e-07,2.0000000233721948e-07,39.880001068115234,133.85000610351562
MDA-MB-231/ATCC,random,4,27640.0,754143.0,7.000000135093387e-09,9.99999993922529e-09,-80.41999816894531,13.550003051757812
MDA-MB-231/ATCC,random,5,755.0,762.0,1.9999999949504854e-06,4.999999873689376e-06,-7.139999866485596,86.83000183105469
MDA-MB-231/ATCC,random,6,125973.0,737754.0,5.99999978589949e-08,9.999999747378752e-06,25.70599937438965,119.6760025024414
MDA-MB-231/ATCC,random,7,82151.0,713563.0,1.999999987845058e-08,9.999999747378752e-05,-54.54100036621094,39.42900085449219
MDA-MB-231/ATCC,random,8,24559.0,409962.0,9.999999974752427e-07,2.0000000233721948e-07,-40.54999923706055,53.42000198364258
MDA-MB-231/ATCC,random,9,3053.0,755986.0,9.99999993922529e-09,2.499999936844688e-05,9.197999954223633,103.16799926757812
MDA-MB-231/ATCC,tanimoto+zero,0,105014.0,713563.0,2.0000000233721948e-07,9.999999747378752e-05,-43.54999923706055,50.42000198364258
MDA-MB-231/ATCC,tanimoto+zero,1,38721.0,713563.0,1.9999999494757503e-05,9.999999747378752e-05,-10.20400047302246,83.76600074768066
MDA-MB-231/ATCC,tanimoto+zero,2,49842.0,713563.0,4.999999858590343e-10,9.999999747378752e-05,-22.812000274658203,71.15800094604492
MDA-MB-231/ATCC,tanimoto+zero,3,49842.0,713563.0,4.999999858590343e-10,9.999999747378752e-05,-22.812000274658203,71.15800094604492
MDA-MB-231/ATCC,tanimoto+zero,4,27640.0,754143.0,7.000000135093387e-09,9.99999993922529e-09,-80.41999816894531,13.550003051757812
MDA-MB-231/ATCC,tanimoto+zero,5,49842.0,713563.0,4.999999858590343e-10,9.999999747378752e-05,-22.812000274658203,71.15800094604492
MDA-MB-231/ATCC,tanimoto+zero,6,38721.0,713563.0,1.9999999494757503e-05,9.999999747378752e-05,-10.20400047302246,83.76600074768066
MDA-MB-231/ATCC,tanimoto+zero,7,82151.0,713563.0,1.999999987845058e-08,9.999999747378752e-05,-54.54100036621094,39.42900085449219
MDA-MB-231/ATCC,tanimoto+zero,8,49842.0,713563.0,4.999999858590343e-10,9.999999747378752e-05,-22.812000274658203,71.15800094604492
MDA-MB-231/ATCC,tanimoto+zero,9,119875.0,713563.0,4.999999873689376e-06,9.999999747378752e-05,-42.95500183105469,51.01499938964844
MDA-MB-435,act_hamming+zero,0,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,act_hamming+zero,1,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,act_hamming+zero,2,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,act_hamming+zero,3,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,act_hamming+zero,4,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,act_hamming+zero,5,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,act_hamming+zero,6,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,act_hamming+zero,7,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,act_hamming+zero,8,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,act_hamming+zero,9,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,hamming+zero,0,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,hamming+zero,1,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,hamming+zero,2,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,hamming+zero,3,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,hamming+zero,4,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,hamming+zero,5,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,hamming+zero,6,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,hamming+zero,7,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,hamming+zero,8,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,hamming+zero,9,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,linear_curve,0,24559.0,712807.0,9.999999974752427e-07,2.0000000233721948e-07,-89.3499984741211,4.099998474121094
MDA-MB-435,linear_curve,1,122758.0,681239.0,3.999999989900971e-06,3.000000106112566e-07,-92.12999725341795,1.3199996948242188
MDA-MB-435,linear_curve,2,24559.0,719276.0,9.999999974752427e-07,4.0000000467443897e-07,-86.4000015258789,7.049995422363281
MDA-MB-435,linear_curve,3,125973.0,681239.0,2.999999892949745e-08,3.000000106112566e-07,-91.73999786376952,1.7099990844726562
MDA-MB-435,linear_curve,4,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,linear_curve,5,125973.0,681239.0,2.999999892949745e-08,3.000000106112566e-07,-91.73999786376952,1.7099990844726562
MDA-MB-435,linear_curve,6,122758.0,681239.0,3.999999989900971e-06,3.000000106112566e-07,-92.12999725341795,1.3199996948242188
MDA-MB-435,linear_curve,7,122758.0,681239.0,3.999999989900971e-06,3.000000106112566e-07,-92.12999725341795,1.3199996948242188
MDA-MB-435,linear_curve,8,122758.0,681239.0,3.999999989900971e-06,3.000000106112566e-07,-92.12999725341795,1.3199996948242188
MDA-MB-435,linear_curve,9,745750.0,747973.0,2.999999892949745e-08,3.000000106112566e-07,-89.86000061035156,3.589996337890625
MDA-MB-435,ours+zero,0,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,ours+zero,1,279836.0,754143.0,4.999999987376214e-07,9.99999993922529e-09,-79.33200073242188,14.117996215820312
MDA-MB-435,ours+zero,2,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,ours+zero,3,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,ours+zero,4,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,ours+zero,5,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,ours+zero,6,125973.0,681239.0,2.999999892949745e-08,3.000000106112566e-07,-91.73999786376952,1.7099990844726562
MDA-MB-435,ours+zero,7,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,ours+zero,8,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,ours+zero,9,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,random,0,24559.0,712807.0,9.999999974752427e-07,2.0000000233721948e-07,-89.3499984741211,4.099998474121094
MDA-MB-435,random,1,743414.0,761432.0,4.999999873689376e-06,4.999999969612645e-09,-52.07500076293945,41.374996185302734
MDA-MB-435,random,2,8806.0,754143.0,9.999999974752427e-07,9.99999993922529e-09,-61.45100021362305,31.99899673461914
MDA-MB-435,random,3,38721.0,761432.0,2.0000000233721948e-07,5.000000058430487e-08,-39.5890007019043,53.86099624633789
MDA-MB-435,random,4,27640.0,754143.0,7.000000135093387e-09,9.99999993922529e-09,-62.209999084472656,31.23999786376953
MDA-MB-435,random,5,740.0,49842.0,1.0000000116860974e-07,2.999999892949745e-08,-20.739999771118164,72.70999908447266
MDA-MB-435,random,6,13875.0,761432.0,7.499999810534064e-06,4.999999969612645e-09,-48.78200149536133,44.66799545288086
MDA-MB-435,random,7,747971.0,754143.0,2.0000000233721948e-07,9.99999993922529e-09,-61.970001220703125,31.479995727539062
MDA-MB-435,random,8,49842.0,608210.0,4.999999858590343e-10,9.999999974752427e-07,-64.16600036621094,29.28399658203125
MDA-MB-435,random,9,24559.0,105014.0,9.999999974752427e-07,9.99999993922529e-09,-86.18000030517578,7.269996643066406
MDA-MB-435,tanimoto+zero,0,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,tanimoto+zero,1,713563.0,753082.0,9.999999747378752e-05,4.999999987376214e-07,2.67549991607666,96.12549686431883
MDA-MB-435,tanimoto+zero,2,19893.0,713563.0,9.999999747378752e-05,9.999999747378752e-05,8.550000190734863,101.99999713897704
MDA-MB-435,tanimoto+zero,3,713563.0,747973.0,9.999999747378752e-05,2.999999901276418e-11,9.119000434875488,102.56899738311768
MDA-MB-435,tanimoto+zero,4,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,tanimoto+zero,5,713563.0,754230.0,9.999999747378752e-05,5.999999976025183e-12,9.029999732971191,102.47999668121338
MDA-MB-435,tanimoto+zero,6,241240.0,713563.0,4.999999873689376e-06,9.999999747378752e-05,6.627999782562256,100.07799673080444
MDA-MB-435,tanimoto+zero,7,740.0,24559.0,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,1.3600006103515625
MDA-MB-435,tanimoto+zero,8,19893.0,713563.0,9.999999747378752e-05,9.999999747378752e-05,8.550000190734863,101.99999713897704
MDA-MB-435,tanimoto+zero,9,713563.0,747973.0,9.999999747378752e-05,3.000000026176508e-09,8.026000022888184,101.47599697113036
MOLT-4,act_hamming+zero,0,27640.0,673596.0,6.999999868639861e-08,9.99999993922529e-09,-99.33000183105467,0.5800018310546875
MOLT-4,act_hamming+zero,1,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
MOLT-4,act_hamming+zero,2,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
MOLT-4,act_hamming+zero,3,63878.0,105014.0,9.99999993922529e-09,1.0000000116860974e-07,-99.70999908447266,0.2000045776367187
MOLT-4,act_hamming+zero,4,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
MOLT-4,act_hamming+zero,5,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
MOLT-4,act_hamming+zero,6,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
MOLT-4,act_hamming+zero,7,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
MOLT-4,act_hamming+zero,8,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
MOLT-4,act_hamming+zero,9,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
MOLT-4,hamming+zero,0,27640.0,673596.0,6.999999868639861e-08,9.99999993922529e-09,-99.33000183105467,0.5800018310546875
MOLT-4,hamming+zero,1,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
MOLT-4,hamming+zero,2,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
MOLT-4,hamming+zero,3,63878.0,105014.0,9.99999993922529e-09,1.0000000116860974e-07,-99.70999908447266,0.2000045776367187
MOLT-4,hamming+zero,4,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
MOLT-4,hamming+zero,5,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
MOLT-4,hamming+zero,6,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
MOLT-4,hamming+zero,7,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
MOLT-4,hamming+zero,8,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
MOLT-4,hamming+zero,9,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
MOLT-4,linear_curve,0,27640.0,673596.0,6.999999868639861e-08,9.99999993922529e-09,-99.33000183105467,0.5800018310546875
MOLT-4,linear_curve,1,6396.0,63878.0,9.999999747378752e-06,9.999999974752427e-07,-99.9000015258789,0.0100021362304687
MOLT-4,linear_curve,2,105014.0,118218.0,9.999999974752427e-07,6.000000212225132e-06,-99.51000213623048,0.4000015258789062
MOLT-4,linear_curve,3,6396.0,63878.0,9.999999974752427e-07,1.0000000116860974e-07,-99.87999725341795,0.0300064086914062
MOLT-4,linear_curve,4,14229.0,686673.0,3.000000106112566e-06,1.9999999494757503e-05,-98.38999938964844,1.5200042724609375
MOLT-4,linear_curve,5,3053.0,6396.0,1.0000000116860974e-07,9.999999974752427e-07,-99.0,0.910003662109375
MOLT-4,linear_curve,6,6396.0,63878.0,9.999999747378752e-06,9.999999974752427e-07,-99.9000015258789,0.0100021362304687
MOLT-4,linear_curve,7,6396.0,63878.0,9.999999747378752e-06,9.999999974752427e-07,-99.9000015258789,0.0100021362304687
MOLT-4,linear_curve,8,6396.0,63878.0,9.999999747378752e-06,9.999999974752427e-07,-99.9000015258789,0.0100021362304687
MOLT-4,linear_curve,9,63878.0,719345.0,9.999999974752427e-07,3.999999975690116e-08,-99.4800033569336,0.4300003051757812
MOLT-4,ours+zero,0,27640.0,673596.0,6.999999868639861e-08,9.99999993922529e-09,-99.33000183105467,0.5800018310546875
MOLT-4,ours+zero,1,740.0,762.0,1.0000000116860974e-07,5.000000058430487e-08,-98.19000244140624,1.720001220703125
MOLT-4,ours+zero,2,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
MOLT-4,ours+zero,3,63878.0,105014.0,9.99999993922529e-09,1.0000000116860974e-07,-99.70999908447266,0.2000045776367187
MOLT-4,ours+zero,4,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
MOLT-4,ours+zero,5,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
MOLT-4,ours+zero,6,63878.0,102816.0,9.999999974752427e-07,3.000000106112566e-06,-98.20999908447266,1.7000045776367188
MOLT-4,ours+zero,7,740.0,762.0,1.0000000116860974e-07,5.000000058430487e-08,-98.19000244140624,1.720001220703125
MOLT-4,ours+zero,8,740.0,762.0,1.0000000116860974e-07,5.000000058430487e-08,-98.19000244140624,1.720001220703125
MOLT-4,ours+zero,9,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
MOLT-4,random,0,63878.0,719627.0,9.999999974752427e-07,4.999999987376214e-07,-99.58000183105467,0.3300018310546875
MOLT-4,random,1,102816.0,609699.0,3.000000106112566e-06,1.0000000116860974e-07,-98.33000183105467,1.5800018310546875
MOLT-4,random,2,241240.0,747973.0,1.9999999494757503e-05,3.000000106112566e-07,-91.01000213623048,8.900001525878906
MOLT-4,random,3,63878.0,105014.0,9.99999993922529e-09,1.0000000116860974e-07,-99.70999908447266,0.2000045776367187
MOLT-4,random,4,613327.0,719627.0,9.99999993922529e-09,4.999999987376214e-07,-97.11000061035156,2.8000030517578125
MOLT-4,random,5,9706.0,712807.0,4.999999987376214e-07,2.0000000233721948e-07,-94.7300033569336,5.180000305175781
MOLT-4,random,6,63878.0,102816.0,9.999999974752427e-07,3.000000106112566e-06,-98.20999908447266,1.7000045776367188
MOLT-4,random,7,266046.0,606869.0,4.999999873689376e-06,9.99999993922529e-09,-96.16999816894533,3.7400054931640625
MOLT-4,random,8,740.0,25154.0,9.99999993922529e-09,2.9999999242136255e-05,-97.4499969482422,2.4600067138671875
MOLT-4,random,9,102816.0,266046.0,3.000000106112566e-07,4.999999873689376e-06,-94.61000061035156,5.3000030517578125
MOLT-4,tanimoto+zero,0,27640.0,673596.0,6.999999868639861e-08,9.99999993922529e-09,-99.33000183105467,0.5800018310546875
MOLT-4,tanimoto+zero,1,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
MOLT-4,tanimoto+zero,2,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
MOLT-4,tanimoto+zero,3,63878.0,105014.0,9.99999993922529e-09,1.0000000116860974e-07,-99.70999908447266,0.2000045776367187
MOLT-4,tanimoto+zero,4,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
MOLT-4,tanimoto+zero,5,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
MOLT-4,tanimoto+zero,6,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
MOLT-4,tanimoto+zero,7,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
MOLT-4,tanimoto+zero,8,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
MOLT-4,tanimoto+zero,9,740.0,6396.0,1.0000000116860974e-07,1.0000000116860974e-07,-99.08999633789062,0.82000732421875
OVCAR-8,act_hamming+zero,0,740.0,3053.0,1.0000000116860974e-07,9.99999993922529e-09,-26.979999542236328,66.25000381469727
OVCAR-8,act_hamming+zero,1,740.0,3053.0,1.0000000116860974e-07,9.99999993922529e-09,-26.979999542236328,66.25000381469727
OVCAR-8,act_hamming+zero,2,740.0,3053.0,1.0000000116860974e-07,9.99999993922529e-09,-26.979999542236328,66.25000381469727
OVCAR-8,act_hamming+zero,3,740.0,3053.0,1.0000000116860974e-07,9.99999993922529e-09,-26.979999542236328,66.25000381469727
OVCAR-8,act_hamming+zero,4,740.0,3053.0,1.0000000116860974e-07,9.99999993922529e-09,-26.979999542236328,66.25000381469727
OVCAR-8,act_hamming+zero,5,740.0,3053.0,1.0000000116860974e-07,9.99999993922529e-09,-26.979999542236328,66.25000381469727
OVCAR-8,act_hamming+zero,6,740.0,3053.0,1.0000000116860974e-07,9.99999993922529e-09,-26.979999542236328,66.25000381469727
OVCAR-8,act_hamming+zero,7,740.0,3053.0,1.0000000116860974e-07,9.99999993922529e-09,-26.979999542236328,66.25000381469727
OVCAR-8,act_hamming+zero,8,740.0,3053.0,1.0000000116860974e-07,9.99999993922529e-09,-26.979999542236328,66.25000381469727
OVCAR-8,act_hamming+zero,9,740.0,3053.0,1.0000000116860974e-07,9.99999993922529e-09,-26.979999542236328,66.25000381469727
OVCAR-8,hamming+zero,0,740.0,3053.0,1.0000000116860974e-07,9.99999993922529e-09,-26.979999542236328,66.25000381469727
OVCAR-8,hamming+zero,1,740.0,3053.0,1.0000000116860974e-07,9.99999993922529e-09,-26.979999542236328,66.25000381469727
OVCAR-8,hamming+zero,2,740.0,3053.0,1.0000000116860974e-07,9.99999993922529e-09,-26.979999542236328,66.25000381469727
OVCAR-8,hamming+zero,3,740.0,3053.0,1.0000000116860974e-07,9.99999993922529e-09,-26.979999542236328,66.25000381469727
OVCAR-8,hamming+zero,4,740.0,3053.0,1.0000000116860974e-07,9.99999993922529e-09,-26.979999542236328,66.25000381469727
OVCAR-8,hamming+zero,5,740.0,3053.0,1.0000000116860974e-07,9.99999993922529e-09,-26.979999542236328,66.25000381469727
OVCAR-8,hamming+zero,6,740.0,3053.0,1.0000000116860974e-07,9.99999993922529e-09,-26.979999542236328,66.25000381469727
OVCAR-8,hamming+zero,7,740.0,3053.0,1.0000000116860974e-07,9.99999993922529e-09,-26.979999542236328,66.25000381469727
OVCAR-8,hamming+zero,8,740.0,3053.0,1.0000000116860974e-07,9.99999993922529e-09,-26.979999542236328,66.25000381469727
OVCAR-8,hamming+zero,9,740.0,3053.0,1.0000000116860974e-07,9.99999993922529e-09,-26.979999542236328,66.25000381469727
OVCAR-8,linear_curve,0,125066.0,681239.0,9.999999974752427e-07,3.000000106112566e-07,-93.2300033569336,0.0
OVCAR-8,linear_curve,1,125066.0,681239.0,9.999999974752427e-07,3.000000106112566e-07,-93.2300033569336,0.0
