cell_line,method,seed,nsc1,nsc2,conc1_M,conc2_M,percent_growth,final_regret
DU-145,hamming+zero,7,740.0,9706.0,9.99999993922529e-09,4.999999873689376e-06,-42.18000030517578,51.15999603271485
DU-145,hamming+zero,8,9706.0,49842.0,4.999999873689376e-06,2.999999970665357e-10,-2.7200000286102295,90.6199963092804
DU-145,hamming+zero,9,740.0,9706.0,9.99999993922529e-09,4.999999873689376e-06,-42.18000030517578,51.15999603271485
DU-145,linear_curve,0,246131.0,754143.0,1.9999999494757503e-05,9.99999993922529e-09,-60.17500305175781,33.16499328613281
DU-145,linear_curve,1,719345.0,761432.0,2.999999892949745e-08,5.000000058430487e-08,-62.00299835205078,31.336997985839844
DU-145,linear_curve,2,719345.0,761432.0,2.999999892949745e-08,5.000000058430487e-08,-62.00299835205078,31.336997985839844
DU-145,linear_curve,3,246131.0,754143.0,1.9999999494757503e-05,9.99999993922529e-09,-60.17500305175781,33.16499328613281
DU-145,linear_curve,4,719345.0,761432.0,2.999999892949745e-08,5.000000058430487e-08,-62.00299835205078,31.336997985839844
DU-145,linear_curve,5,246131.0,754143.0,1.9999999494757503e-05,9.99999993922529e-09,-60.17500305175781,33.16499328613281
DU-145,linear_curve,6,9706.0,719627.0,4.999999873689376e-06,4.999999987376214e-07,-50.400001525878906,42.93999481201172
DU-145,linear_curve,7,701852.0,713563.0,9.999999974752427e-07,9.999999747378752e-05,-65.50499725341797,27.834999084472656
DU-145,linear_curve,8,246131.0,754143.0,1.9999999494757503e-05,9.99999993922529e-09,-60.17500305175781,33.16499328613281
DU-145,linear_curve,9,719345.0,761432.0,2.999999892949745e-08,5.000000058430487e-08,-62.00299835205078,31.336997985839844
DU-145,ours+zero,0,3053.0,754143.0,9.99999993922529e-09,9.99999993922529e-09,-56.58000183105469,36.75999450683594
DU-145,ours+zero,1,740.0,9706.0,9.99999993922529e-09,4.999999873689376e-06,-42.18000030517578,51.15999603271485
DU-145,ours+zero,2,3053.0,608210.0,9.999999717180683e-10,9.999999974752427e-07,-52.237998962402344,41.10199737548828
DU-145,ours+zero,3,9706.0,79037.0,4.999999873689376e-06,3.000000106112566e-06,-58.16999816894531,35.16999816894531
DU-145,ours+zero,4,698037.0,761432.0,9.99999993922529e-09,5.000000058430487e-08,-50.59199905395508,42.74799728393555
DU-145,ours+zero,5,3088.0,761432.0,9.999999747378752e-05,5.000000058430487e-08,-48.224998474121094,45.11499786376953
DU-145,ours+zero,6,13875.0,754143.0,7.499999810534064e-06,9.99999993922529e-09,-52.01900100708008,41.32099533081055
DU-145,ours+zero,7,67574.0,754143.0,1.0000000116860974e-07,9.99999993922529e-09,-66.76000213623047,26.579994201660156
DU-145,ours+zero,8,279836.0,673596.0,4.999999987376214e-07,2.999999892949745e-08,-56.48400115966797,36.855995178222656
DU-145,ours+zero,9,9706.0,733504.0,4.999999873689376e-06,1.0000000116860974e-07,-58.25,35.089996337890625
DU-145,random,0,3053.0,754143.0,9.99999993922529e-09,9.99999993922529e-09,-56.58000183105469,36.75999450683594
DU-145,random,1,92859.0,719276.0,6.000000212225132e-06,4.0000000467443897e-07,-43.84000015258789,49.499996185302734
DU-145,random,2,3053.0,9706.0,9.99999993922529e-09,4.999999873689376e-06,-42.7400016784668,50.59999465942383
DU-145,random,3,9706.0,754230.0,4.999999873689376e-06,5.999999941330714e-10,-29.780000686645508,63.55999755859375
DU-145,random,4,698037.0,761432.0,9.99999993922529e-09,5.000000058430487e-08,-50.59199905395508,42.74799728393555
DU-145,random,5,180973.0,673596.0,7.000000096013537e-06,9.99999993922529e-09,-59.95000076293945,33.38999557495117
DU-145,random,6,732517.0,761432.0,9.99999993922529e-09,5.000000058430487e-08,-50.16999816894531,43.16999816894531
DU-145,random,7,66847.0,754143.0,9.999999974752427e-07,9.99999993922529e-09,-38.16999816894531,55.16999816894531
DU-145,random,8,26980.0,754143.0,4.999999987376214e-07,9.999999717180683e-10,-49.060001373291016,44.27999496459961
DU-145,random,9,279836.0,673596.0,4.999999987376214e-07,2.999999892949745e-08,-56.48400115966797,36.855995178222656
DU-145,tanimoto+zero,0,3053.0,754143.0,9.99999993922529e-09,9.99999993922529e-09,-56.58000183105469,36.75999450683594
DU-145,tanimoto+zero,1,6396.0,122819.0,9.999999747378752e-06,9.999999974752427e-07,-50.06700134277344,43.27299499511719
DU-145,tanimoto+zero,2,3053.0,9706.0,9.99999993922529e-09,4.999999873689376e-06,-42.7400016784668,50.59999465942383
DU-145,tanimoto+zero,3,740.0,9706.0,9.99999993922529e-09,4.999999873689376e-06,-42.18000030517578,51.15999603271485
DU-145,tanimoto+zero,4,698037.0,761432.0,9.99999993922529e-09,5.000000058430487e-08,-50.59199905395508,42.74799728393555
DU-145,tanimoto+zero,5,119875.0,296961.0,1.9999999494757503e-05,9.999999747378752e-05,-49.29999923706055,44.03999710083008
DU-145,tanimoto+zero,6,119875.0,296961.0,1.9999999494757503e-05,9.999999747378752e-05,-49.29999923706055,44.03999710083008
DU-145,tanimoto+zero,7,740.0,9706.0,9.99999993922529e-09,4.999999873689376e-06,-42.18000030517578,51.15999603271485
DU-145,tanimoto+zero,8,119875.0,296961.0,1.9999999494757503e-05,9.999999747378752e-05,-49.29999923706055,44.03999710083008
DU-145,tanimoto+zero,9,740.0,9706.0,9.99999993922529e-09,4.999999873689376e-06,-42.18000030517578,51.15999603271485
HT29,act_hamming+zero,0,24559.0,713563.0,2.999999892949745e-08,9.999999747378752e-05,5.896999835968018,101.45699739456175
HT29,act_hamming+zero,1,740.0,762.0,1.0000000116860974e-07,4.999999987376214e-07,8.289999961853027,103.84999752044678
HT29,act_hamming+zero,2,752.0,49842.0,9.999999747378752e-06,5.000000058430487e-08,1.809999942779541,97.36999750137328
HT29,act_hamming+zero,3,92859.0,673596.0,6.000000212225132e-06,9.999999717180683e-10,1.919999957084656,97.4799975156784
HT29,act_hamming+zero,4,740.0,762.0,1.0000000116860974e-07,4.999999987376214e-07,8.289999961853027,103.84999752044678
HT29,act_hamming+zero,5,226080.0,713563.0,4.999999858590343e-10,9.999999747378752e-05,8.251999855041504,103.81199741363524
HT29,act_hamming+zero,6,740.0,762.0,1.0000000116860974e-07,4.999999987376214e-07,8.289999961853027,103.84999752044678
HT29,act_hamming+zero,7,740.0,762.0,1.0000000116860974e-07,4.999999987376214e-07,8.289999961853027,103.84999752044678
HT29,act_hamming+zero,8,92859.0,747599.0,6.000000212225132e-06,9.99999993922529e-09,0.0599999986588954,95.61999755725265
HT29,act_hamming+zero,9,740.0,762.0,1.0000000116860974e-07,4.999999987376214e-07,8.289999961853027,103.84999752044678
HT29,hamming+zero,0,24559.0,713563.0,2.999999892949745e-08,9.999999747378752e-05,5.896999835968018,101.45699739456175
HT29,hamming+zero,1,740.0,762.0,1.0000000116860974e-07,4.999999987376214e-07,8.289999961853027,103.84999752044678
HT29,hamming+zero,2,752.0,49842.0,9.999999747378752e-06,5.000000058430487e-08,1.809999942779541,97.36999750137328
HT29,hamming+zero,3,92859.0,673596.0,6.000000212225132e-06,9.999999717180683e-10,1.919999957084656,97.4799975156784
HT29,hamming+zero,4,740.0,762.0,1.0000000116860974e-07,4.999999987376214e-07,8.289999961853027,103.84999752044678
HT29,hamming+zero,5,226080.0,713563.0,4.999999858590343e-10,9.999999747378752e-05,8.251999855041504,103.81199741363524
HT29,hamming+zero,6,740.0,762.0,1.0000000116860974e-07,4.999999987376214e-07,8.289999961853027,103.84999752044678
HT29,hamming+zero,7,740.0,762.0,1.0000000116860974e-07,4.999999987376214e-07,8.289999961853027,103.84999752044678
HT29,hamming+zero,8,92859.0,747599.0,6.000000212225132e-06,9.99999993922529e-09,0.0599999986588954,95.61999755725265
HT29,hamming+zero,9,740.0,762.0,1.0000000116860974e-07,4.999999987376214e-07,8.289999961853027,103.84999752044678
HT29,linear_curve,0,701852.0,754143.0,9.99999993922529e-09,9.99999993922529e-09,-95.55999755859376,0.0
HT29,linear_curve,1,701852.0,754143.0,9.99999993922529e-09,9.99999993922529e-09,-95.55999755859376,0.0
HT29,linear_curve,2,681239.0,701852.0,3.000000106112566e-07,9.999999974752427e-07,-74.38999938964844,21.169998168945312
