dataset,cell_line,row_kind,method,seed,nsc1,nsc2,conc1_M,conc2_M,percent_growth,final_regret,pool_optimum_percent_growth,chose_pool_optimum,best_step,n_replicates,pool_index,source_pool_index,pool_size,pool_size_full,n_init,n_iter
almanac,HS 578T,bo_selection,act_hamming+zero,1,45923,754143,6.000000212225132e-07,9.99999993922529e-09,-88.41000366210938,8.279998779296875,-96.69000244140625,False,1,1,1734,19535,4000,46058,10,20
almanac,HS 578T,bo_selection,act_hamming+zero,2,1390,747973,9.999999747378752e-06,3.000000106112566e-07,-74.66000366210938,22.029998779296875,-96.69000244140625,False,0,1,458,5102,4000,46058,10,20
almanac,HS 578T,bo_selection,act_hamming+zero,3,740,762,1.0000000116860974e-07,4.999999987376214e-07,-59.47999954223633,37.21000289916992,-96.69000244140625,False,12,1,3,34,4000,46058,10,20
almanac,HS 578T,bo_selection,act_hamming+zero,4,740,762,1.0000000116860974e-07,4.999999987376214e-07,-59.47999954223633,37.21000289916992,-96.69000244140625,False,12,1,3,34,4000,46058,10,20
almanac,HS 578T,bo_selection,act_hamming+zero,5,740,762,1.0000000116860974e-07,4.999999987376214e-07,-59.47999954223633,37.21000289916992,-96.69000244140625,False,12,1,3,34,4000,46058,10,20
almanac,HS 578T,bo_selection,act_hamming+zero,6,740,762,1.0000000116860974e-07,4.999999987376214e-07,-59.47999954223633,37.21000289916992,-96.69000244140625,False,13,1,3,34,4000,46058,10,20
almanac,HS 578T,bo_selection,act_hamming+zero,7,740,762,1.0000000116860974e-07,4.999999987376214e-07,-59.47999954223633,37.21000289916992,-96.69000244140625,False,12,1,3,34,4000,46058,10,20
almanac,HS 578T,bo_selection,act_hamming+zero,8,740,762,1.0000000116860974e-07,4.999999987376214e-07,-59.47999954223633,37.21000289916992,-96.69000244140625,False,12,1,3,34,4000,46058,10,20
almanac,HS 578T,bo_selection,act_hamming+zero,9,681239,754230,3.000000106112566e-07,1.000000013351432e-10,-95.7300033569336,0.9599990844726562,-96.69000244140625,False,7,1,3576,40912,4000,46058,10,20
almanac,HS 578T,bo_selection,hamming+zero,0,740,762,1.0000000116860974e-07,4.999999987376214e-07,-59.47999954223633,37.21000289916992,-96.69000244140625,False,12,1,3,34,4000,46058,10,20
almanac,HS 578T,bo_selection,hamming+zero,1,45923,754143,6.000000212225132e-07,9.99999993922529e-09,-88.41000366210938,8.279998779296875,-96.69000244140625,False,1,1,1734,19535,4000,46058,10,20
almanac,HS 578T,bo_selection,hamming+zero,2,1390,747973,9.999999747378752e-06,3.000000106112566e-07,-74.66000366210938,22.029998779296875,-96.69000244140625,False,0,1,458,5102,4000,46058,10,20
almanac,HS 578T,bo_selection,hamming+zero,3,740,762,1.0000000116860974e-07,4.999999987376214e-07,-59.47999954223633,37.21000289916992,-96.69000244140625,False,12,1,3,34,4000,46058,10,20
almanac,HS 578T,bo_selection,hamming+zero,4,740,762,1.0000000116860974e-07,4.999999987376214e-07,-59.47999954223633,37.21000289916992,-96.69000244140625,False,12,1,3,34,4000,46058,10,20
almanac,HS 578T,bo_selection,hamming+zero,5,740,762,1.0000000116860974e-07,4.999999987376214e-07,-59.47999954223633,37.21000289916992,-96.69000244140625,False,12,1,3,34,4000,46058,10,20
almanac,HS 578T,bo_selection,hamming+zero,6,740,762,1.0000000116860974e-07,4.999999987376214e-07,-59.47999954223633,37.21000289916992,-96.69000244140625,False,13,1,3,34,4000,46058,10,20
almanac,HS 578T,bo_selection,hamming+zero,7,740,762,1.0000000116860974e-07,4.999999987376214e-07,-59.47999954223633,37.21000289916992,-96.69000244140625,False,12,1,3,34,4000,46058,10,20
almanac,HS 578T,bo_selection,hamming+zero,8,740,762,1.0000000116860974e-07,4.999999987376214e-07,-59.47999954223633,37.21000289916992,-96.69000244140625,False,12,1,3,34,4000,46058,10,20
almanac,HS 578T,bo_selection,hamming+zero,9,681239,754230,3.000000106112566e-07,1.000000013351432e-10,-95.7300033569336,0.9599990844726562,-96.69000244140625,False,7,1,3576,40912,4000,46058,10,20
almanac,HS 578T,bo_selection,linear_curve,0,681239,754143,3.000000106112566e-07,9.99999993922529e-09,-96.69000244140625,0.0,-96.69000244140625,True,26,1,3574,40903,4000,46058,10,20
almanac,HS 578T,bo_selection,linear_curve,1,681239,754143,3.000000106112566e-07,9.99999993922529e-09,-96.69000244140625,0.0,-96.69000244140625,True,10,1,3574,40903,4000,46058,10,20
almanac,HS 578T,bo_selection,linear_curve,2,1390,681239,9.999999974752427e-07,3.000000106112566e-07,-95.26000213623047,1.4300003051757812,-96.69000244140625,False,10,1,439,4901,4000,46058,10,20
almanac,HS 578T,bo_selection,linear_curve,3,681239,754143,3.000000106112566e-07,9.99999993922529e-09,-96.69000244140625,0.0,-96.69000244140625,True,16,1,3574,40903,4000,46058,10,20
almanac,HS 578T,bo_selection,linear_curve,4,1390,681239,9.999999974752427e-07,3.000000106112566e-07,-95.26000213623047,1.4300003051757812,-96.69000244140625,False,23,1,439,4901,4000,46058,10,20
almanac,HS 578T,bo_selection,linear_curve,5,681239,754143,3.000000106112566e-07,9.99999993922529e-09,-96.69000244140625,0.0,-96.69000244140625,True,13,1,3574,40903,4000,46058,10,20
almanac,HS 578T,bo_selection,linear_curve,6,1390,681239,9.999999974752427e-07,3.000000106112566e-07,-95.26000213623047,1.4300003051757812,-96.69000244140625,False,25,1,439,4901,4000,46058,10,20
almanac,HS 578T,bo_selection,linear_curve,7,681239,754143,3.000000106112566e-07,9.99999993922529e-09,-96.69000244140625,0.0,-96.69000244140625,True,17,1,3574,40903,4000,46058,10,20
almanac,HS 578T,bo_selection,linear_curve,8,752,754143,9.999999747378752e-06,9.99999993922529e-09,-88.06400299072266,8.625999450683594,-96.69000244140625,False,17,1,248,2573,4000,46058,10,20
almanac,HS 578T,bo_selection,linear_curve,9,681239,754143,3.000000106112566e-07,9.99999993922529e-09,-96.69000244140625,0.0,-96.69000244140625,True,23,1,3574,40903,4000,46058,10,20
almanac,HS 578T,bo_selection,ours+zero,0,125973,761432,5.99999978589949e-08,4.999999969612645e-09,-67.88300323486328,28.80699920654297,-96.69000244140625,False,12,1,2754,31345,4000,46058,10,20
almanac,HS 578T,bo_selection,ours+zero,1,45923,754143,6.000000212225132e-07,9.99999993922529e-09,-88.41000366210938,8.279998779296875,-96.69000244140625,False,1,1,1734,19535,4000,46058,10,20
almanac,HS 578T,bo_selection,ours+zero,2,1390,747973,9.999999747378752e-06,3.000000106112566e-07,-74.66000366210938,22.029998779296875,-96.69000244140625,False,0,1,458,5102,4000,46058,10,20
almanac,HS 578T,bo_selection,ours+zero,3,754143,761432,9.99999993922529e-09,4.999999969612645e-09,-76.0510025024414,20.638999938964844,-96.69000244140625,False,12,1,3975,45804,4000,46058,10,20
almanac,HS 578T,bo_selection,ours+zero,4,740,762,1.0000000116860974e-07,4.999999987376214e-07,-59.47999954223633,37.21000289916992,-96.69000244140625,False,14,1,3,34,4000,46058,10,20
almanac,HS 578T,bo_selection,ours+zero,5,740,762,1.0000000116860974e-07,4.999999987376214e-07,-59.47999954223633,37.21000289916992,-96.69000244140625,False,14,1,3,34,4000,46058,10,20
almanac,HS 578T,bo_selection,ours+zero,6,740,762,1.0000000116860974e-07,4.999999987376214e-07,-59.47999954223633,37.21000289916992,-96.69000244140625,False,13,1,3,34,4000,46058,10,20
almanac,HS 578T,bo_selection,ours+zero,7,18509,681239,9.999999747378752e-05,3.000000106112566e-07,-93.63999938964844,3.0500030517578125,-96.69000244140625,False,11,1,1011,11312,4000,46058,10,20
almanac,HS 578T,bo_selection,ours+zero,8,740,762,1.0000000116860974e-07,4.999999987376214e-07,-59.47999954223633,37.21000289916992,-96.69000244140625,False,14,1,3,34,4000,46058,10,20
almanac,HS 578T,bo_selection,ours+zero,9,681239,754230,3.000000106112566e-07,1.000000013351432e-10,-95.7300033569336,0.9599990844726562,-96.69000244140625,False,7,1,3576,40912,4000,46058,10,20
almanac,HS 578T,bo_selection,random,0,180973,747973,6.999999868639861e-07,2.999999892949745e-08,-60.65999984741211,36.03000259399414,-96.69000244140625,False,18,1,2957,33682,4000,46058,10,20
almanac,HS 578T,bo_selection,random,1,45923,754143,6.000000212225132e-07,9.99999993922529e-09,-88.41000366210938,8.279998779296875,-96.69000244140625,False,1,1,1734,19535,4000,46058,10,20
almanac,HS 578T,bo_selection,random,2,1390,747973,9.999999747378752e-06,3.000000106112566e-07,-74.66000366210938,22.029998779296875,-96.69000244140625,False,0,1,458,5102,4000,46058,10,20
almanac,HS 578T,bo_selection,random,3,698037,761432,9.99999993922529e-09,4.999999969612645e-09,-35.275001525878906,61.415000915527344,-96.69000244140625,False,16,1,3630,41526,4000,46058,10,20
almanac,HS 578T,bo_selection,random,4,755,92859,2.0000000233721948e-07,6.000000212225132e-06,-49.84000015258789,46.85000228881836,-96.69000244140625,False,23,1,268,2912,4000,46058,10,20
almanac,HS 578T,bo_selection,random,5,754143,760766,9.99999993922529e-09,1.999999987845058e-08,-67.70800018310547,28.98200225830078,-96.69000244140625,False,13,1,3972,45794,4000,46058,10,20
almanac,HS 578T,bo_selection,random,6,701852,713563,9.999999974752427e-07,9.999999747378752e-05,-63.625999450683594,33.064002990722656,-96.69000244140625,False,12,1,3635,41569,4000,46058,10,20
almanac,HS 578T,bo_selection,random,7,24559,102816,9.999999974752427e-07,2.999999892949745e-08,-63.060001373291016,33.630001068115234,-96.69000244140625,False,27,1,1115,12561,4000,46058,10,20
almanac,HS 578T,bo_selection,random,8,123127,754143,4.999999969612645e-09,9.99999993922529e-09,-88.8499984741211,7.840003967285156,-96.69000244140625,False,15,1,2667,30296,4000,46058,10,20
almanac,HS 578T,bo_selection,random,9,681239,754230,3.000000106112566e-07,1.000000013351432e-10,-95.7300033569336,0.9599990844726562,-96.69000244140625,False,7,1,3576,40912,4000,46058,10,20
almanac,HS 578T,bo_selection,tanimoto+zero,0,740,762,1.0000000116860974e-07,4.999999987376214e-07,-59.47999954223633,37.21000289916992,-96.69000244140625,False,26,1,3,34,4000,46058,10,20
almanac,HS 578T,bo_selection,tanimoto+zero,1,45923,754143,6.000000212225132e-07,9.99999993922529e-09,-88.41000366210938,8.279998779296875,-96.69000244140625,False,1,1,1734,19535,4000,46058,10,20
almanac,HS 578T,bo_selection,tanimoto+zero,2,1390,747973,9.999999747378752e-06,3.000000106112566e-07,-74.66000366210938,22.029998779296875,-96.69000244140625,False,0,1,458,5102,4000,46058,10,20
almanac,HS 578T,bo_selection,tanimoto+zero,3,740,762,1.0000000116860974e-07,4.999999987376214e-07,-59.47999954223633,37.21000289916992,-96.69000244140625,False,19,1,3,34,4000,46058,10,20
almanac,HS 578T,bo_selection,tanimoto+zero,4,740,762,1.0000000116860974e-07,4.999999987376214e-07,-59.47999954223633,37.21000289916992,-96.69000244140625,False,27,1,3,34,4000,46058,10,20
almanac,HS 578T,bo_selection,tanimoto+zero,5,740,762,1.0000000116860974e-07,4.999999987376214e-07,-59.47999954223633,37.21000289916992,-96.69000244140625,False,23,1,3,34,4000,46058,10,20
almanac,HS 578T,bo_selection,tanimoto+zero,6,740,762,1.0000000116860974e-07,4.999999987376214e-07,-59.47999954223633,37.21000289916992,-96.69000244140625,False,13,1,3,34,4000,46058,10,20
almanac,HS 578T,bo_selection,tanimoto+zero,7,740,755,1.0000000116860974e-07,1.999999987845058e-08,-55.11000061035156,41.58000183105469,-96.69000244140625,False,29,1,2,24,4000,46058,10,20
almanac,HS 578T,bo_selection,tanimoto+zero,8,740,762,1.0000000116860974e-07,4.999999987376214e-07,-59.47999954223633,37.21000289916992,-96.69000244140625,False,20,1,3,34,4000,46058,10,20
almanac,HS 578T,bo_selection,tanimoto+zero,9,681239,754230,3.000000106112566e-07,1.000000013351432e-10,-95.7300033569336,0.9599990844726562,-96.69000244140625,False,7,1,3576,40912,4000,46058,10,20
almanac,HS 578T,pool_optimum,pool_optimum,-1,681239,754143,3.000000106112566e-07,9.99999993922529e-09,-96.69000244140625,0.0,-96.69000244140625,True,-1,1,3574,40903,4000,46058,10,20
almanac,HT29,bo_selection,act_hamming+zero,0,24559,713563,2.999999892949745e-08,9.999999747378752e-05,5.896999835968018,101.45699739456177,-95.55999755859375,False,5,1,1125,13064,4000,46508,10,20
almanac,HT29,bo_selection,act_hamming+zero,1,740,762,1.0000000116860974e-07,4.999999987376214e-07,8.289999961853027,103.84999752044678,-95.55999755859375,False,12,1,3,34,4000,46508,10,20
almanac,HT29,bo_selection,act_hamming+zero,2,752,49842,9.999999747378752e-06,5.000000058430487e-08,1.809999942779541,97.36999750137329,-95.55999755859375,False,8,1,181,1952,4000,46508,10,20
almanac,HT29,bo_selection,act_hamming+zero,3,92859,673596,6.000000212225132e-06,9.999999717180685e-10,1.9199999570846558,97.4799975156784,-95.55999755859375,False,9,1,2253,25936,4000,46508,10,20
almanac,HT29,bo_selection,act_hamming+zero,4,740,762,1.0000000116860974e-07,4.999999987376214e-07,8.289999961853027,103.84999752044678,-95.55999755859375,False,12,1,3,34,4000,46508,10,20
almanac,HT29,bo_selection,act_hamming+zero,5,226080,713563,4.999999858590343e-10,9.999999747378752e-05,8.251999855041504,103.81199741363525,-95.55999755859375,False,3,1,3030,34769,4000,46508,10,20
almanac,HT29,bo_selection,act_hamming+zero,6,740,762,1.0000000116860974e-07,4.999999987376214e-07,8.289999961853027,103.84999752044678,-95.55999755859375,False,12,1,3,34,4000,46508,10,20
almanac,HT29,bo_selection,act_hamming+zero,7,740,762,1.0000000116860974e-07,4.999999987376214e-07,8.289999961853027,103.84999752044678,-95.55999755859375,False,12,1,3,34,4000,46508,10,20
almanac,HT29,bo_selection,act_hamming+zero,8,92859,747599,6.000000212225132e-06,9.99999993922529e-09,0.05999999865889549,95.61999755725265,-95.55999755859375,False,9,1,2267,26106,4000,46508,10,20
almanac,HT29,bo_selection,act_hamming+zero,9,740,762,1.0000000116860974e-07,4.999999987376214e-07,8.289999961853027,103.84999752044678,-95.55999755859375,False,12,1,3,34,4000,46508,10,20
almanac,HT29,bo_selection,hamming+zero,0,24559,713563,2.999999892949745e-08,9.999999747378752e-05,5.896999835968018,101.45699739456177,-95.55999755859375,False,5,1,1125,13064,4000,46508,10,20
almanac,HT29,bo_selection,hamming+zero,1,740,762,1.0000000116860974e-07,4.999999987376214e-07,8.289999961853027,103.84999752044678,-95.55999755859375,False,12,1,3,34,4000,46508,10,20
almanac,HT29,bo_selection,hamming+zero,2,752,49842,9.999999747378752e-06,5.000000058430487e-08,1.809999942779541,97.36999750137329,-95.55999755859375,False,8,1,181,1952,4000,46508,10,20
almanac,HT29,bo_selection,hamming+zero,3,92859,673596,6.000000212225132e-06,9.999999717180685e-10,1.9199999570846558,97.4799975156784,-95.55999755859375,False,9,1,2253,25936,4000,46508,10,20
almanac,HT29,bo_selection,hamming+zero,4,740,762,1.0000000116860974e-07,4.999999987376214e-07,8.289999961853027,103.84999752044678,-95.55999755859375,False,12,1,3,34,4000,46508,10,20
almanac,HT29,bo_selection,hamming+zero,5,226080,713563,4.999999858590343e-10,9.999999747378752e-05,8.251999855041504,103.81199741363525,-95.55999755859375,False,3,1,3030,34769,4000,46508,10,20
almanac,HT29,bo_selection,hamming+zero,6,740,762,1.0000000116860974e-07,4.999999987376214e-07,8.289999961853027,103.84999752044678,-95.55999755859375,False,12,1,3,34,4000,46508,10,20
almanac,HT29,bo_selection,hamming+zero,7,740,762,1.0000000116860974e-07,4.999999987376214e-07,8.289999961853027,103.84999752044678,-95.55999755859375,False,12,1,3,34,4000,46508,10,20
almanac,HT29,bo_selection,hamming+zero,8,92859,747599,6.000000212225132e-06,9.99999993922529e-09,0.05999999865889549,95.61999755725265,-95.55999755859375,False,9,1,2267,26106,4000,46508,10,20
almanac,HT29,bo_selection,hamming+zero,9,740,762,1.0000000116860974e-07,4.999999987376214e-07,8.289999961853027,103.84999752044678,-95.55999755859375,False,12,1,3,34,4000,46508,10,20
almanac,HT29,bo_selection,linear_curve,0,701852,754143,9.99999993922529e-09,9.99999993922529e-09,-95.55999755859375,0.0,-95.55999755859375,True,27,1,3647,42184,4000,46508,10,20
almanac,HT29,bo_selection,linear_curve,1,701852,754143,9.99999993922529e-09,9.99999993922529e-09,-95.55999755859375,0.0,-95.55999755859375,True,19,1,3647,42184,4000,46508,10,20
almanac,HT29,bo_selection,linear_curve,2,681239,701852,3.000000106112566e-07,9.999999974752427e-07,-74.38999938964844,21.169998168945312,-95.55999755859375,False,19,1,3559,41128,4000,46508,10,20
almanac,HT29,bo_selection,linear_curve,3,681239,686673,3.000000106112566e-07,2.0000000233721948e-07,-61.86000061035156,33.69999694824219,-95.55999755859375,False,29,1,3556,41108,4000,46508,10,20
almanac,HT29,bo_selection,linear_curve,4,681239,701852,3.000000106112566e-07,9.999999974752427e-07,-74.38999938964844,21.169998168945312,-95.55999755859375,False,28,1,3559,41128,4000,46508,10,20
almanac,HT29,bo_selection,linear_curve,5,24559,681239,9.999999974752427e-07,3.000000106112566e-07,-53.650001525878906,41.909996032714844,-95.55999755859375,False,16,1,1121,13022,4000,46508,10,20
almanac,HT29,bo_selection,linear_curve,6,701852,754143,9.99999993922529e-09,9.99999993922529e-09,-95.55999755859375,0.0,-95.55999755859375,True,28,1,3647,42184,4000,46508,10,20
almanac,HT29,bo_selection,linear_curve,7,681239,701852,3.000000106112566e-07,9.999999974752427e-07,-74.38999938964844,21.169998168945312,-95.55999755859375,False,20,1,3559,41128,4000,46508,10,20
almanac,HT29,bo_selection,linear_curve,8,712807,754143,2.0000000233721948e-07,9.99999993922529e-09,-80.87999725341797,14.680000305175781,-95.55999755859375,False,11,1,3678,42706,4000,46508,10,20
almanac,HT29,bo_selection,linear_curve,9,24559,681239,9.999999974752427e-07,3.000000106112566e-07,-53.650001525878906,41.909996032714844,-95.55999755859375,False,17,1,1121,13022,4000,46508,10,20
almanac,HT29,bo_selection,ours+zero,0,681239,712807,3.000000106112566e-07,2.0000000233721948e-07,-42.380001068115234,53.179996490478516,-95.55999755859375,False,12,1,3560,41135,4000,46508,10,20
almanac,HT29,bo_selection,ours+zero,1,701852,754143,9.99999993922529e-09,9.99999993922529e-09,-95.55999755859375,0.0,-95.55999755859375,True,19,1,3647,42184,4000,46508,10,20
almanac,HT29,bo_selection,ours+zero,2,701852,754143,9.99999993922529e-09,9.99999993922529e-09,-95.55999755859375,0.0,-95.55999755859375,True,12,1,3647,42184,4000,46508,10,20
almanac,HT29,bo_selection,ours+zero,3,409962,754143,1.9999999949504854e-06,9.99999993922529e-09,-72.94999694824219,22.610000610351562,-95.55999755859375,False,18,1,3390,39010,4000,46508,10,20
almanac,HT29,bo_selection,ours+zero,4,701852,754143,9.99999993922529e-09,9.99999993922529e-09,-95.55999755859375,0.0,-95.55999755859375,True,11,1,3647,42184,4000,46508,10,20
almanac,HT29,bo_selection,ours+zero,5,681239,712807,3.000000106112566e-07,2.0000000233721948e-07,-42.380001068115234,53.179996490478516,-95.55999755859375,False,14,1,3560,41135,4000,46508,10,20
almanac,HT29,bo_selection,ours+zero,6,701852,754143,9.99999993922529e-09,9.99999993922529e-09,-95.55999755859375,0.0,-95.55999755859375,True,19,1,3647,42184,4000,46508,10,20
almanac,HT29,bo_selection,ours+zero,7,125973,681239,2.999999892949745e-08,3.000000106112566e-07,-35.20000076293945,60.3599967956543,-95.55999755859375,False,11,1,2735,31388,4000,46508,10,20
almanac,HT29,bo_selection,ours+zero,8,6396,754143,9.999999974752427e-07,9.99999993922529e-09,-82.29000091552734,13.269996643066406,-95.55999755859375,False,14,1,685,7709,4000,46508,10,20
almanac,HT29,bo_selection,ours+zero,9,105014,754143,9.999999974752427e-07,9.99999993922529e-09,-84.44000244140625,11.1199951171875,-95.55999755859375,False,12,1,2365,27359,4000,46508,10,20
almanac,HT29,bo_selection,random,0,180973,754143,6.999999868639861e-08,9.99999993922529e-09,-88.91999816894531,6.6399993896484375,-95.55999755859375,False,18,1,2957,34040,4000,46508,10,20
almanac,HT29,bo_selection,random,1,218321,747973,1.0000000116860974e-07,2.999999892949745e-08,7.650000095367432,103.20999908447266,-95.55999755859375,False,21,1,3010,34465,4000,46508,10,20
almanac,HT29,bo_selection,random,2,409962,754143,1.9999999949504854e-06,9.99999993922529e-09,-72.94999694824219,22.610000610351562,-95.55999755859375,False,22,1,3390,39010,4000,46508,10,20
almanac,HT29,bo_selection,random,3,409962,754143,1.9999999949504854e-06,9.99999993922529e-09,-72.94999694824219,22.610000610351562,-95.55999755859375,False,15,1,3390,39010,4000,46508,10,20
almanac,HT29,bo_selection,random,4,125973,256439,1.0000000116860974e-07,9.999999717180685e-10,-2.4660000801086426,93.093994140625,-95.55999755859375,False,13,1,2726,31291,4000,46508,10,20
almanac,HT29,bo_selection,random,5,715055,761432,9.999999747378752e-06,4.999999858590343e-10,4.206999778747559,99.76699829101562,-95.55999755859375,False,28,1,3737,43265,4000,46508,10,20
almanac,HT29,bo_selection,random,6,701852,713563,1.0000000116860974e-07,9.999999747378752e-05,9.456999778747559,105.01699829101562,-95.55999755859375,False,12,1,3635,41998,4000,46508,10,20
almanac,HT29,bo_selection,random,7,732517,761432,9.999999717180685e-10,5.000000058430487e-08,3.888000011444092,99.447998046875,-95.55999755859375,False,10,1,3852,44692,4000,46508,10,20
almanac,HT29,bo_selection,random,8,733504,754143,9.99999993922529e-09,9.99999993922529e-09,-91.72000122070312,3.839996337890625,-95.55999755859375,False,14,1,3862,44812,4000,46508,10,20
almanac,HT29,bo_selection,random,9,681239,743414,3.000000106112566e-07,4.999999987376214e-07,-49.31999969482422,46.23999786376953,-95.55999755859375,False,26,1,3568,41244,4000,46508,10,20
almanac,HT29,bo_selection,tanimoto+zero,0,24559,713563,2.999999892949745e-08,9.999999747378752e-05,5.896999835968018,101.45699739456177,-95.55999755859375,False,5,1,1125,13064,4000,46508,10,20
almanac,HT29,bo_selection,tanimoto+zero,1,119875,713563,4.999999873689376e-06,9.999999747378752e-05,5.015999794006348,100.5759973526001,-95.55999755859375,False,21,1,2492,28871,4000,46508,10,20
almanac,HT29,bo_selection,tanimoto+zero,2,752,49842,9.999999747378752e-06,5.000000058430487e-08,1.809999942779541,97.36999750137329,-95.55999755859375,False,8,1,181,1952,4000,46508,10,20
almanac,HT29,bo_selection,tanimoto+zero,3,92859,673596,6.000000212225132e-06,9.999999717180685e-10,1.9199999570846558,97.4799975156784,-95.55999755859375,False,9,1,2253,25936,4000,46508,10,20
almanac,HT29,bo_selection,tanimoto+zero,4,141540,713563,4.999999873689376e-06,9.999999747378752e-05,6.254000186920166,101.81399774551392,-95.55999755859375,False,22,1,2856,32921,4000,46508,10,20
almanac,HT29,bo_selection,tanimoto+zero,5,673596,713563,2.999999892949745e-08,9.999999747378752e-05,4.552999973297119,100.11299753189087,-95.55999755859375,False,26,1,3539,40849,4000,46508,10,20
almanac,HT29,bo_selection,tanimoto+zero,6,82151,713563,1.999999943436137e-09,9.999999747378752e-05,2.315000057220459,97.87499761581421,-95.55999755859375,False,25,1,2150,24806,4000,46508,10,20
almanac,HT29,bo_selection,tanimoto+zero,7,67574,713563,2.999999970665357e-10,9.999999747378752e-05,7.7820000648498535,103.3419976234436,-95.55999755859375,False,25,1,1927,22259,4000,46508,10,20
almanac,HT29,bo_selection,tanimoto+zero,8,92859,747599,6.000000212225132e-06,9.99999993922529e-09,0.05999999865889549,95.61999755725265,-95.55999755859375,False,9,1,2267,26106,4000,46508,10,20
almanac,HT29,bo_selection,tanimoto+zero,9,82151,713563,1.999999943436137e-09,9.999999747378752e-05,2.315000057220459,97.87499761581421,-95.55999755859375,False,22,1,2150,24806,4000,46508,10,20
almanac,HT29,pool_optimum,pool_optimum,-1,701852,754143,9.99999993922529e-09,9.99999993922529e-09,-95.55999755859375,0.0,-95.55999755859375,True,-1,1,3647,42184,4000,46508,10,20
almanac,IGROV1,bo_selection,act_hamming+zero,0,740,14229,1.0000000116860974e-07,3.000000106112566e-07,-55.90999984741211,41.250003814697266,-97.16000366210938,False,24,1,14,97,4000,46382,10,20
almanac,IGROV1,bo_selection,act_hamming+zero,1,740,14229,1.0000000116860974e-07,3.000000106112566e-07,-55.90999984741211,41.250003814697266,-97.16000366210938,False,24,1,14,97,4000,46382,10,20
almanac,IGROV1,bo_selection,act_hamming+zero,2,740,14229,1.0000000116860974e-07,3.000000106112566e-07,-55.90999984741211,41.250003814697266,-97.16000366210938,False,24,1,14,97,4000,46382,10,20
almanac,IGROV1,bo_selection,act_hamming+zero,3,740,14229,1.0000000116860974e-07,3.000000106112566e-07,-55.90999984741211,41.250003814697266,-97.16000366210938,False,24,1,14,97,4000,46382,10,20
almanac,IGROV1,bo_selection,act_hamming+zero,4,740,14229,1.0000000116860974e-07,3.000000106112566e-07,-55.90999984741211,41.250003814697266,-97.16000366210938,False,24,1,14,97,4000,46382,10,20
almanac,IGROV1,bo_selection,act_hamming+zero,5,740,14229,1.0000000116860974e-07,3.000000106112566e-07,-55.90999984741211,41.250003814697266,-97.16000366210938,False,24,1,14,97,4000,46382,10,20
almanac,IGROV1,bo_selection,act_hamming+zero,6,740,14229,1.0000000116860974e-07,3.000000106112566e-07,-55.90999984741211,41.250003814697266,-97.16000366210938,False,24,1,14,97,4000,46382,10,20
almanac,IGROV1,bo_selection,act_hamming+zero,7,740,14229,1.0000000116860974e-07,3.000000106112566e-07,-55.90999984741211,41.250003814697266,-97.16000366210938,False,24,1,14,97,4000,46382,10,20
almanac,IGROV1,bo_selection,act_hamming+zero,8,740,14229,1.0000000116860974e-07,3.000000106112566e-07,-55.90999984741211,41.250003814697266,-97.16000366210938,False,24,1,14,97,4000,46382,10,20
almanac,IGROV1,bo_selection,act_hamming+zero,9,740,14229,1.0000000116860974e-07,3.000000106112566e-07,-55.90999984741211,41.250003814697266,-97.16000366210938,False,24,1,14,97,4000,46382,10,20
almanac,IGROV1,bo_selection,hamming+zero,0,740,14229,1.0000000116860974e-07,3.000000106112566e-07,-55.90999984741211,41.250003814697266,-97.16000366210938,False,24,1,14,97,4000,46382,10,20
almanac,IGROV1,bo_selection,hamming+zero,1,740,14229,1.0000000116860974e-07,3.000000106112566e-07,-55.90999984741211,41.250003814697266,-97.16000366210938,False,24,1,14,97,4000,46382,10,20
almanac,IGROV1,bo_selection,hamming+zero,2,740,14229,1.0000000116860974e-07,3.000000106112566e-07,-55.90999984741211,41.250003814697266,-97.16000366210938,False,24,1,14,97,4000,46382,10,20
almanac,IGROV1,bo_selection,hamming+zero,3,740,14229,1.0000000116860974e-07,3.000000106112566e-07,-55.90999984741211,41.250003814697266,-97.16000366210938,False,24,1,14,97,4000,46382,10,20
almanac,IGROV1,bo_selection,hamming+zero,4,740,14229,1.0000000116860974e-07,3.000000106112566e-07,-55.90999984741211,41.250003814697266,-97.16000366210938,False,24,1,14,97,4000,46382,10,20
almanac,IGROV1,bo_selection,hamming+zero,5,740,14229,1.0000000116860974e-07,3.000000106112566e-07,-55.90999984741211,41.250003814697266,-97.16000366210938,False,24,1,14,97,4000,46382,10,20
almanac,IGROV1,bo_selection,hamming+zero,6,740,14229,1.0000000116860974e-07,3.000000106112566e-07,-55.90999984741211,41.250003814697266,-97.16000366210938,False,24,1,14,97,4000,46382,10,20
almanac,IGROV1,bo_selection,hamming+zero,7,740,14229,1.0000000116860974e-07,3.000000106112566e-07,-55.90999984741211,41.250003814697266,-97.16000366210938,False,24,1,14,97,4000,46382,10,20
almanac,IGROV1,bo_selection,hamming+zero,8,740,14229,1.0000000116860974e-07,3.000000106112566e-07,-55.90999984741211,41.250003814697266,-97.16000366210938,False,24,1,14,97,4000,46382,10,20
almanac,IGROV1,bo_selection,hamming+zero,9,740,14229,1.0000000116860974e-07,3.000000106112566e-07,-55.90999984741211,41.250003814697266,-97.16000366210938,False,24,1,14,97,4000,46382,10,20
