dataset,cell_line,row_kind,method,seed,nsc1,nsc2,conc1_M,conc2_M,percent_growth,final_regret,pool_optimum_percent_growth,chose_pool_optimum,best_step,n_replicates,pool_index,source_pool_index,pool_size,pool_size_full,n_init,n_iter
almanac,786-0,bo_selection,random,3,92859,241240,6.000000212225132e-06,1.9999999949504854e-06,-29.440000534057617,59.769996643066406,-89.20999908447266,False,9,1,2253,25801,4000,46283,10,20
almanac,786-0,bo_selection,random,4,26980,747973,4.999999969612645e-09,3.000000106112566e-07,-36.970001220703125,52.23999786376953,-89.20999908447266,False,16,1,1342,15338,4000,46283,10,20
almanac,786-0,bo_selection,random,5,119875,719627,1.9999999494757503e-05,4.999999987376214e-07,-54.970001220703125,34.23999786376953,-89.20999908447266,False,4,1,2512,28933,4000,46283,10,20
almanac,786-0,bo_selection,random,6,109724,119875,9.999999747378752e-05,1.9999999494757503e-05,-53.959999084472656,35.25,-89.20999908447266,False,27,1,2389,27458,4000,46283,10,20
almanac,786-0,bo_selection,random,7,266046,681239,5.000000058430487e-08,3.000000106112566e-07,-87.69999694824219,1.5100021362304688,-89.20999908447266,False,12,1,3212,36748,4000,46283,10,20
almanac,786-0,bo_selection,random,8,673596,737754,2.999999892949745e-08,9.999999974752427e-07,0.3009999990463257,89.51100158691406,-89.20999908447266,False,5,1,3543,40767,4000,46283,10,20
almanac,786-0,bo_selection,random,9,681239,754143,3.000000106112566e-07,1.000000013351432e-10,-50.65999984741211,38.54999923706055,-89.20999908447266,False,7,1,3576,41153,4000,46283,10,20
almanac,786-0,bo_selection,tanimoto+zero,0,752,713563,9.999999974752427e-07,9.999999747378752e-05,-49.98699951171875,39.222999572753906,-89.20999908447266,False,22,1,224,2336,4000,46283,10,20
almanac,786-0,bo_selection,tanimoto+zero,1,3088,34462,9.999999747378752e-05,4.999999873689376e-05,-15.729999542236328,73.47999954223633,-89.20999908447266,False,17,1,554,6119,4000,46283,10,20
almanac,786-0,bo_selection,tanimoto+zero,2,740,755,1.0000000116860974e-07,1.999999987845058e-08,-33.11000061035156,56.099998474121094,-89.20999908447266,False,27,1,2,24,4000,46283,10,20
almanac,786-0,bo_selection,tanimoto+zero,3,119875,241240,1.9999999494757503e-05,1.9999999949504854e-06,-40.209999084472656,49.0,-89.20999908447266,False,11,1,2490,28690,4000,46283,10,20
almanac,786-0,bo_selection,tanimoto+zero,4,26980,713563,4.999999969612645e-09,9.999999747378752e-05,-45.96200180053711,43.24799728393555,-89.20999908447266,False,26,1,1330,15203,4000,46283,10,20
almanac,786-0,bo_selection,tanimoto+zero,5,119875,719627,1.9999999494757503e-05,4.999999987376214e-07,-54.970001220703125,34.23999786376953,-89.20999908447266,False,4,1,2512,28933,4000,46283,10,20
almanac,786-0,bo_selection,tanimoto+zero,6,109724,119875,9.999999747378752e-05,1.9999999494757503e-05,-53.959999084472656,35.25,-89.20999908447266,False,15,1,2389,27458,4000,46283,10,20
almanac,786-0,bo_selection,tanimoto+zero,7,26271,246131,9.999999974752427e-07,1.9999999494757503e-05,-56.7599983215332,32.45000076293945,-89.20999908447266,False,2,1,1234,14267,4000,46283,10,20
almanac,786-0,bo_selection,tanimoto+zero,8,673596,737754,2.999999892949745e-08,9.999999974752427e-07,0.3009999990463257,89.51099908351898,-89.20999908447266,False,5,1,3543,40767,4000,46283,10,20
almanac,786-0,bo_selection,tanimoto+zero,9,681239,754143,3.000000106112566e-07,1.000000013351432e-10,-50.65999984741211,38.54999923706055,-89.20999908447266,False,7,1,3576,41153,4000,46283,10,20
almanac,786-0,pool_optimum,pool_optimum,-1,681239,747973,3.000000106112566e-07,3.000000026176508e-09,-89.20999908447266,0.0,-89.20999908447266,True,-1,1,3571,41108,4000,46283,10,20
almanac,A498,bo_selection,act_hamming+zero,0,740,24559,9.999999717180685e-10,9.999999974752427e-07,-58.130001068115234,36.52000045776367,-94.6500015258789,False,23,1,19,128,4000,46553,10,20
almanac,A498,bo_selection,act_hamming+zero,1,740,24559,9.999999717180685e-10,9.999999974752427e-07,-58.130001068115234,36.52000045776367,-94.6500015258789,False,23,1,19,128,4000,46553,10,20
almanac,A498,bo_selection,act_hamming+zero,2,740,24559,9.999999717180685e-10,9.999999974752427e-07,-58.130001068115234,36.52000045776367,-94.6500015258789,False,23,1,19,128,4000,46553,10,20
almanac,A498,bo_selection,act_hamming+zero,3,740,24559,9.999999717180685e-10,9.999999974752427e-07,-58.130001068115234,36.52000045776367,-94.6500015258789,False,23,1,19,128,4000,46553,10,20
almanac,A498,bo_selection,act_hamming+zero,4,740,24559,9.999999717180685e-10,9.999999974752427e-07,-58.130001068115234,36.52000045776367,-94.6500015258789,False,23,1,19,128,4000,46553,10,20
almanac,A498,bo_selection,act_hamming+zero,5,740,24559,9.999999717180685e-10,9.999999974752427e-07,-58.130001068115234,36.52000045776367,-94.6500015258789,False,23,1,19,128,4000,46553,10,20
almanac,A498,bo_selection,act_hamming+zero,6,740,24559,9.999999717180685e-10,9.999999974752427e-07,-58.130001068115234,36.52000045776367,-94.6500015258789,False,24,1,19,128,4000,46553,10,20
almanac,A498,bo_selection,act_hamming+zero,7,740,24559,9.999999717180685e-10,9.999999974752427e-07,-58.130001068115234,36.52000045776367,-94.6500015258789,False,23,1,19,128,4000,46553,10,20
almanac,A498,bo_selection,act_hamming+zero,8,92859,613327,6.000000212225132e-06,9.99999993922529e-09,-42.13999938964844,52.51000213623047,-94.6500015258789,False,9,1,2267,26000,4000,46553,10,20
